author,content,time
Doctor No,如何看福岛核辐射风险下中国人冒死游日本美日掩盖福岛核辐射风险的秘密考量这篇文章福岛核事故发生至今漫漫六年即将过去近日东京电力公司東京電力ホールディングス株式会社TokyoElectricPowerCompanyHoldingsInc以下简称东电公布了2号机组反应堆内部调查结果于是网上顿时一片惊呼福岛又出事了2017年2月21日抱着按耐不住的好奇和激动笔者有幸跟随本校核专业教授及同行师生一行13人前往福岛第一核电站参观本文笔者旨在对参与的福岛之行做个总结顺便就福岛第一核电站的现状发表一下自己的看法如有纰漏还请指正一事故回顾2011年3月11日日本标准时间1446一场90级大地震重创日本东北海岸这场有记录以来日本发生的规模最大的地震及其引发的海啸给日本造成了巨大的损伤根据日本警察厅的统计共有15893死亡6152受伤2556失踪建筑物和基础设施更是遭到严重损毁位于日本东海岸福島県双葉郡大熊町的福岛第一核电站福島第一原子力発電所FukushimaDaiichiNuclearPowerStation在日本俗称1F同样受到了直接冲击地震发生时正在运行的1至3号机组的反应堆自动完成停堆在停堆的情况下反应堆堆芯仍继续产生衰变热仍然需要持续运行冷却系统排出这种热但是地震对厂内室外配电站厂外分站设备及电力线造成破坏导致所有厂外电源丧失于是应急柴油发电机被自动启动以恢复所有机组的供电并保持堆芯冷却福岛第一核电站位置图片来源福島原子力発電所について東京電力可是惊涛骇浪才刚要登场1527溯升高度45米的第一波海啸袭来被设计最大防护高度55米的防波堤挡下惊魂尚未定第二波溯升高度超过14米的海啸继续如烈马奔腾而来顺利吞噬防波堤并涌入反应堆汽轮机厂房及柴油发电机厂房直接损坏了应急柴油发电机或其相关电源连接由此导致1至5号机组全部交流电源丧失6号机组残存一台气冷应急柴油发电机未受水淹的影响全厂断电SBO发生事实上基于配备的直流电蓄电池福岛第一核电站各机组按设计能够承受八个小时的全厂断电遗憾的是1号2号及4号机组的直流电蓄电池电源板全部被水淹没直流电源很快也丧失了从而1号2号及4号机组的操作员已没办法监控堆内参数现场应急响应中心也无法获得足够的信息进行决策福岛第一核电站各结构和部件的海拔和场所图片来源httpwwwtepcocojpdecommisionaccidentpdfoutline01pdf为应对全厂断电状况在3月11日全厂断电近一个小时后移动供电车开始被派往现场东北电力公司的第一辆车于断电近六小时后抵达截至3月12日1015现场共有23辆供电车1号机组在海啸来袭之前1号机组的操作员为防止反应堆压力容器引起热应力按照既定操作程序关闭了隔离凝汽器IsolationcondenserIC操纵员试图重新启动隔离凝汽器但由于全部电源丧失但隔离凝汽器并未起作用1号机组堆芯冷却的基本安全功能已经丧失此后1号机组安全壳的压力继续上升并逐渐超过其设计中考虑的最大压力1号机组的隔离凝汽器图片来源httpwwwpubiaeaorgMTCDPublicationsPDFPub1710ReportByTheDGWebpdf3月12日4时在全厂断电约125个小时之后1号堆终于可以通过消防车向注入淡水以恢复堆芯冷却由于安全壳的压力升高为1号机组安全壳实施通风配置的活动于3月12日902开始进行经过55个小时的努力后通风路径终于打通安全壳压力下降被确认经过约11个小时的堆芯注水消防水箱的淡水几乎耗尽3月12日14531号机组的淡水注入停止现场主管随后决定从海啸后汇集了海水的3号机组反冲洗阀井向1号机组反应堆注入海水大约在同一时间利用2号机组未损坏的变压器将移动电压电源到达现场的供电车连接到1号和2号机组的工作也完成了1号机组的低压交流电供电电网于3月12日1530恢复海水注入准备及交流电源恢复都已完成看似胜利的曙光已若隐若现遗憾的是这一切努力都会在接下来震天的爆炸声中化为乌有3月12日15361号机组反应堆厂房上部发生氢气爆炸刚刚完成的海水注入和临时供电线组件的都被严重损坏现场散落的受污染瓦砾的高剂量率修复工作变得十分困难直至3月12日1904海水注入终于开始并且加入了硼酸以防止再临界根据IAEA的报告在结束淡水注入与开始海水注入之间1号机组堆芯有近四个小时没有被冷却1号机组反应堆厂房上部发生氢气爆炸图片来源httpwwwtepcocojpdecommisionaccidentpdfoutline01pdf由于3号机组反冲洗阀井被用于同时向1号机组和3号机组进行海水注入井中的海水在3月14日的时候已经下降到了很低的水位于是1号机组的海水注入不得不于110停止1号机组堆芯冷却被推迟到该井可以被重新注满之时3月14日620由于担心3号机组有可能发生氢气爆炸现场主管下令所有工人撤离同时停止坑井重新注水活动直至720才重新恢复当1号机组做好了恢复注入海水的准备从3号机组传来了比之前1号机组发生氢气爆炸时更巨大的爆炸声3号机组的氢气爆炸导致1号机组的海水注入停止了18个小时2号机组在2号机组反应堆压力的升高自动启动了安全卸压阀蒸汽被从反应堆压力容器释放到驰压池区而保护反应堆不过量增压反应堆内水位因此降低于是操纵员按照程序手动启动了反应堆堆芯隔离冷却系统ReactorcoreisolationcoolingsystemRCIC但海啸破坏应急电源后由于无法获取堆内情况操作员无法确认反应堆堆芯隔离冷却系统是否正常运行直至3月12日210一个进入反应堆堆芯隔离冷却系统设备所在房间的小组读取相关参数后2号机组堆芯冷却才被确认2号机组和3号机组的反应堆堆芯隔离冷却系统图片来源httpwwwpubiaeaorgMTCDPublicationsPDFPub1710ReportByTheDGWebpdf3月14日1101由于3号机组的氢气爆炸2号机组安全壳通风路径因此受到影响从而丧失了安全壳通风能力此后2号机组通风管线上的隔离阀被发现已经关闭无法重新打开梦魇还在继续3月14日13时左右由于反应堆堆芯隔离冷却系统可能出现了故障2号机组反应堆冷却功能丧失由于堆内压力过高现场无法通过消防系统注入海水因此决定使用卸压阀来对反应堆进行减压以便能够在低压下注水可是这一决定也导致了2号机组密封性能下降在3月14日2230之后反应堆压力和安全壳压力均显示了上升的趋势为了降低反应堆压力更多的泄压阀在接下来三到四个小时被打开但由于2号机组的通风一直无法实现安全壳的压力在继续上升3月15日操作员发现2号机组驰压室的压力已下降至大气压力这说明2号机组安全壳可能失效而且出现了不受控制的释放3月15日9时左右白色的烟雾或蒸汽被观察到从2号机组反应堆厂房第五层附近释放出来大门附近测得近12mSvh的辐射剂量率2号机组反应堆厂房上部发现烟雾被释放出来图片来源httpwwwtepcocojpdecommisionaccidentpdfoutline01pdf3号机组与2号机组类似安全卸压阀自动开启操纵员按照程序手动启动了反应堆堆芯隔离冷却系统ReactorcoreisolationcoolingsystemRCIC而且由于直流电源的维持操作员可以监控堆内参数同时操作员关闭了其他非关键设备以节约直流电源蓄电池但在连续运行近205小时之后堆芯隔离冷却系统于3月12日1136停止运行操纵员经过多次尝试仍无法重启系统反应堆水位开始持续下降大约一个小时之后当水位下降到预定位置高压冷却剂喷射系统HighpressurecoolantinjectionHPCI被自动启动反应堆中的水位得以保持在预定的范围内但是危机正在逐渐接近在应急高压冷却剂喷射系统连续运行14个小时后3号机组的操纵员开始担心为注水泵提供动力的汽轮机的可能的故障因为如果该汽轮机受损放射性蒸汽将被直接释放到一次安全壳之外因此操纵员决定停止高压冷却剂喷射系统而使用替代低压喷射手段柴油驱动消防泵操纵员认为不用中断堆芯冷却就可以实现这一过程于是关闭了3号机组应急高压堆芯喷射系统然后开始尝试打开卸压阀但是卸压阀打开失败反应堆压力迅速上升全厂断电约35小时后3号机组的堆芯冷却也停止了之后现场主管下令利用消防车从反冲洗阀井向3号机组堆芯注入海水但是由于东电公司总部的命令海水注入被推迟改为通过消防车组成的消防线提供含硼淡水源此外经过三个多小时的努力3号机组的通风配置于3月13日841完成并于925完成泄压随后消防车开始向3号机组反应堆注入含硼淡水由于消防水箱的淡水在3月13日1220被耗尽近一个小时后改为开始从3号机组的反冲洗阀井注入海水3号机组的反应堆水位于3月14日6时20分超出正常范围显示堆芯已经露出由于担心3号机组有可能发生氢气爆炸现场主管下令所有工人撤离同时停止坑井重新注水活动直至720才重新恢复3月14日11013号机组反应堆厂房的上部发生爆炸3号机组的海水冷却直至5个小时后才恢复3号机组反应堆厂房上部发生氢气爆炸图片来源httpwwwtepcocojpdecommisionaccidentpdfoutline01pdf二福岛现状在前往福岛第一核电站的途中沿途空空荡荡废弃的房屋以及出于去污的目的挖土割草砍树造成的一片荒凉给我留下深刻的印象事故发生时政府通报了避難指示以福岛第一核电站为中心半径30公里以内的居民陆续撤离现在避难指示虽然根据区域去污的推进逐渐被解除但居民的返回比例并不高福岛第一核电站附近避难区域图片来源httpwwwmetigojpearthquakenuclearkinkyuhinanshiji2016pdf0712gainenzupdf我们一行第一站抵达的是位于福岛县富岡町的东京电力公司的能源博物馆東京電力株エネルギー館此处距离福岛第一核电站大约9公里日均放射性剂量率大概在0268μSvh包括现阶段福岛第一核电站退役项目主管增田尚宏先生NaohiroMASUDA在内的东电员工接待了我们并向我们介绍了福岛第一核电站事故的过程及当前进展接下来我们换乘东电提供的参观巴士向福岛第一核电站继续前进遗憾的是根据东电方的要求我们在场内参观期间无法拍照手机也无法携带入内于是我在1号堆自拍发朋友圈的计划提前宣告破灭下午一点钟左右我们一行人抵达福岛第一核电站正值午饭时间于是被安排在核电站内食堂就餐食堂如下图所示福岛第一核电站食堂进入食堂后我们按照食堂相关规定脱掉鞋子后进入其实我个人很不习惯日本人这种到处都爱拖鞋的习惯每到夏天实验室里那味道叫一个酸爽食堂每日供应四种套餐价格都是380日元大概人民币二十多块包括定食面以及丼每日套餐不大一样基本如下图所示反正我是没吃饱饿了一个下午食堂提供的套餐午饭过后东电的工作人员安排我们做参观准备每个人被分配到APD个人辐射剂量测定仪一台设定阈值为010mSv棉手套一双塑料鞋套一双背心一件无屏蔽效果主要作用是有口袋可以装APD没有期待中的专门防护设备这也意味着这次参观全程只能在巴士中福岛第一核电站提供给参观者使用的个人辐射剂量测定仪穿戴完毕后我们一行人搭乘东电专门巴士开始参观参观路线图如下当天的参观路线图全程计划参观时间为一个小时参观过程中我们的巴士到达1号2号机组前方的高台上并得以看到机组全景1号机组反应堆厂房外层及顶部挡板已全部拆除现在只剩下外部光秃秃的钢架1号机组反应堆厂房在事故时与现在的对比2号机组现阶段正在进行PCV内调查反应堆厂房外部的作业平台上还有全副武装的员工进行作业2号机组反应堆厂房外观接下来我们的巴士绕道向3号机组和4号机组反应堆进发3号机组算是所以三台机组中进展最快的了现阶段已经完成了反应堆厂房顶部大片瓦砾的清理3号机组反应堆厂房在事故时与现在的对比4号机组反应堆厂房在事故时也发生了氢气爆炸现阶段全部1533套乏燃料组件已被移除反应堆厂房外部安装了挡板4号机组反应堆厂房在事故时与现在的对比3号机组反应堆外部的辐射值超过了600mSvh于是我们的巴士无法在此处停留直接从2号机组反应堆与3号机组反应堆之间的通路驶过我呆呆的望向3号机组反应堆的残垣断壁心中百感交集不禁陷入沉思事故过去都快六年了为什么我现在依然还是单身狗呢场内参观共持续一个小时每个人接受的外照射剂量大概都在001mSv左右作为对比正常乘飞机从纽约飞往洛杉矶的受到的宇宙射线剂量大概为004mSv由于场内不被允许进行拍摄以上部分照片来自东电2017年1月16日公布的视频ThecurrentsituationatFukushimaDaiichiNPS视频地址PhotosandVideosLibraryVideos接下来我结合东电的进程更新报告以及日本経済産業省MinisterofEconomyTradeandIndustryMETI以下简称经产省的进程更新报告来谈一下自己对于福岛第一核电站现状的看法反应堆情况关于反应堆稳定和安全现在外界最关心的就是反应堆是否会重新临界是不是会继续发热熔穿安全壳底座对于反应堆是否再次处于临界状态温度的变化会有很清晰的指示下图是经产省公布的1号至3号机组反应堆压力容器ReactorPressureVesselRPV底部和安全壳PrimaryContainmentVesselPCV内温度监控数据我们可以看到堆内温度长期被维持在一个比较低的水平这至少说明了现阶段反应堆处于一个安全的状况反应堆压力容器底部温度图片来源httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf安全壳内温度图片来源httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf至于未来是否会再次临界我个人看法是不会已经熔毁成一坨乱七八糟情况的燃料棒不像反应堆正常工作时燃料组件均匀排布且慢化剂无法充斥间隙因此裂变产生的中子无法被有效慢化对于核燃料来说中子俘获截面很低难以维持链式反应临界物理条件现阶段不具备更不会继续发热熔蚀安全壳底座跟学姐讨论再次临界的问题时学姐的原话想临界哪有那么容易在我的认知里如果就凭从压力容器流出来掉在混凝土上的那一摊debris的形状都可以临界的话那简直可以去买彩票了吧乏燃料移除进展发生事故的1至4号机组的乏燃料池中储存着数量不等的乏燃料乏燃料的移除将是现阶段非常重要的一项工作当前4号机组的全部1533套乏燃料组件已经全部移除1至3号机组中尚有数量不等的乏燃料福岛第一核电站反应堆现状概览图片来源httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf1号机组为了进行乏燃料移除工作东电计划在1号机组顶部反应堆厂房顶部建造一个工作平台来安装乏燃料移除机器在事故发生以后为了防止放射性物质扩散东电在1号机组反应堆厂房外部安装了挡板为了进行顶部的清理工作外层及顶部挡板需要拆除掉已于去年11月完成然后会对顶层之前爆炸产生的瓦砾进行进一步调查根据经产省最新发布的报告进度如下1号机组反应堆厂房顶部作业计划图片来源httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf2号机组2号机组现阶段正在进行PCV内调查最近在网上引起热烈讨论的福岛核电站二号机组近日被发现压力容器已被烧穿的话题就是来源于东电公布的最新调查结果那么实际情况是什么呢2号机组PCV内概览图片来源httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170202_01epdf首先这次调查的目的是为了了解控制棒是否熔毁以及控制棒下方基座的相关情况在预调查阶段工作人员通过CRD更换轨道用长杆穿过PCV干井将云台摄像机送入控制棒下方基座拍摄内部真实情况以确认下一步的调查机器人可否进入同时根据拍摄的图形估算了堆内的辐射值于是就有了这个惊人的530Svh的值2号机组PCV内预调查阶段拍摄到的图片图片来源httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170130_02epdf2号机组PCV内根据预调查结果估计的辐射值图片来源httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170209_01epdf接下来基于摄像机拍到的图像分析结果东电将一台障碍清理机器人派遣进入CRD更换轨道进行障碍清理作业并且继续拍摄图像考虑到障碍清理作业的困难以及对于障碍清理机器人失灵后将会阻碍到接下来另一台调查机器人作业的担心这台障碍清理机器人最后被谨慎回收最后一台调查机器人进入堆内进行调查对实地温度及放射性进行了测量位于干井内部未进入控制棒下方基座该位置的辐射值达到了210Svh温度为165度机器人在此处停住无法再前进东电给出的原因是机器人左侧的履带由于遇到障碍无法再往前移动了2号机组PCV内调查结果图片来源httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170216_01epdf所以这个调查结果到底说明了什么首先根据拍摄到的图像我们可以看出2号机组反应堆内部的情况比之前想象的更加复杂熔毁的堆芯在PCV内飞溅后黏连在不同位置很大程度上增加了后期对这些熔融物的清理然后这个测得的210Svh的辐射值到底意味着什么从下面这张图我们可以看出这次调查的预测辐射值和实测辐射值的位置都位于PCV内由于混凝土层的屏蔽效应辐射值会有显著下降比如途中工作人员的作业位置辐射值可以控制在0006Svh6mSvh距离2号机组反应堆大概1公里位置的辐射值大概为0000002Svh2μSvh2号机组PCV内部关于辐射值得分析图片来源httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170215_02epdf3号机组3号机组在2015年11月已经完成了反应堆厂房顶部大片瓦砾的清理并且于2016年12月完成了反应堆厂房顶部的放射性计量设施的安装2017年将安装临时围挡之后就进行乏燃料的移除2015年已经开始设备操作方面的培训用于遥控移除乏燃料的设备也已经到位乏燃料移除设施及顶部围挡效果示意图图片来源httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf4号机组4号机组的全部1533套乏燃料组件已于2014年12月22日全部移除现阶段存储在6号机组的乏燃料池中4号机组乏燃料移除作业图片来源httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf废水管理为了保持反应堆稳定就必须持续对反应堆堆芯进行水冷却下图来源于我们这次参观时东电提供的相关说明材料我拿来说明一下现阶段福岛第一核电站的反应堆循环冷却系统福岛第一核电站的反应堆循环冷却系统及废水处理系统由于堆内熔毁的堆芯仍然在不断释放出衰变热出于堆内冷却的目的现阶段每天大约需要有280立方米的水注入反应堆同时由于地势的原因每天大概有150立方米的地下水会渗入反应堆内成为放射性废水为了降低渗入反应堆的地下水每天有大约150立方米的地下水被用泵抽出这样每天大约有580立方米的废水进入过滤装置KURION和SARRY进行铯和锶的过滤过滤后的水进行除盐淡化处理然后其中的280立方米进入注水箱循环为堆内冷却水剩余的水最后会经过多种核素去除设施ALPS最后这些水经处理以除了氚之外的放射性核素已经去除氚是无法去除的处理后的水贮存在储罐中福岛第一核电站内部废水管理示意图图片来源httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf针对地下水的管理现阶段东电计划围绕反应堆厂房建设一圈陆侧防渗墙即冻土墙2016年3月开始这个冻土墙逐渐开始进行冻结其中山体侧95的冻土墙已经从6月份开始冷冻根据产经省的数据靠海一侧冻土墙外的水井每天抽水量已降至约130吨比冻土墙建成前每天约300吨的抽水量已经减少了不少显示出一定效果不过日本原子力规制委员会指出由于这几个月核电站周边降水很少地下水位本来就不高加之冻土墙内侧机井也在不断抽水因此不能判断抽水量减少全是冻土墙的功劳即使有效那效果也是有限的冻土墙进行冻结后抽水量的变化图片来源httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf即使如此东电接下来还是计划全面展开冻土墙冻结作业接下来效果如何还是需再观望工作环境的改善当前每周在福岛第一核电站工作的员工数量大概为5960人考虑到2020年东京奥运会准备工作的逐渐开展东京地区的用工需求量会大幅提高但东电方面希望尽量维持当前工作员工数量根据产经省的数据现阶段员工接受的月均放射剂量为039mSv现场作业员工接受的月均放射剂量变化情况图片来源httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf三后记作此文之时正值网上各种疯传新华社记者冒死亲测福岛核辐射的新闻那我这么义无反顾的往福岛去到底是为了什么我不过是个学业不精的核专业在读学生而已断然不敢让大家对福岛核事故有一个全面客观的认识也不敢仅凭自己所见所想便能充分了解现状和态势想来想去支撑我参观全程不停的兴奋感以及熬夜数日码出这堆文字的仅仅只是好奇二字在课上听过无数遍的FukushimaDaiichi翻遍东电官网得到的真实和谎言在网上见惯信誓旦旦以讹传讹的最新消息不管怎么样去看看吧即使了解不到全部还是去看看吧回来的几天倒是有不少朋友问我福岛相关的问题多多少少也回答了一些现在归纳一下1日本人这么认真负责怎么还会发生这么大的事故对于日本人的认真负责应该有另一种解读安于本分服从命令墨守成规完成本职工作于是乎事故发生时现场决策对于操作手册中没有提及的意外事故一片混乱高层又不失时机的出来瞎指挥即使现在可以天天拿海啸实在是超过了估计得范围我们当时实在获得的信息太少了之类的说辞来解释毫无疑问该背的锅还是不能甩2现在福岛第一核电站到底是什么样的情况安全吗我的看法是现阶段事故反应堆都在控制之中再次临界不大可能发生安全壳底座也不会熔穿但是真的不可能出事吗我当然不能拍胸脯保证啦搞安全分析的人都知道零风险是永远不可能存在的事情现阶段反应堆内部的情况还不清楚调查还在继续进行中还需要继续观望3未来福岛会怎么样我不知道福岛第一核电站退役计划将持续3040年由于事故的严重性和特殊性很多相关技术都是边研发边测试边使用整个过程是一个摸石头过河的过程同样还需要继续观望4现在能去日本旅游吗估计你也不会是我这种立志要游遍福岛TMI切尔诺贝利的人其他东京大阪北海道随便你逛出不了事的吃东西的时候注意点福岛产的东西尽量避开先不管辐射到底有没有超标有心理阴影的东西不吃也算图个心安嘛5去福岛吃了那么多辐射后身体有发生什么变化吗这几天都没什么心思搞科研这肯定是因为辐射会引起了随机性效应绝对不是因为我懒最后放一张从入住的温泉酒店看到的日出的照片吧酒店距离福岛第一核电站17公里参考资料1警察庁東日本大震災について被害状況と警察措置プレスリリースhttpwwwnpagojparchivekeibibikiindexhtm2IAEATheFukushimaDaiichiAccidentReportbyTheDirectorGeneral2015IAEA的福岛事故报告想了解福岛事故的小伙伴可以读一读这篇报告比看网上还有朋友圈那些以讹传讹的东西有用多了链接httpwwwpubiaeaorgMTCDPublicationsPDFPub1710ReportByTheDGWebpdf3NATIONALDIETOFJAPANFUKUSHIMANUCLEARACCIDENTINDEPENDENTINVESTIGATIONCOMMISSIONTheOfficialReportoftheFukushimaNuclearAccidentIndependentInvestigationCommissionNationalDietofJapanTokyo2012日本国会的福岛核事故独立调查委员会的调查报告对关于福岛现场主管东电高层还有首相府邸对现场决策的阴谋论有兴趣的小伙伴可以去看看链接ReportspublishedbytheJapanesegovernmentinvestigationcommitteesandTEPCO4MinisterofEconomyTradeandIndustrySummaryofDecommissioningandContaminatedWaterManagement2017日本经产省发布的福岛第一核电站退役进程更新报告这是今年一月份发布的最新一期链接httpwwwmetigojpenglishearthquakenucleardecommissioningpdf20170126_epdf5TEPCOPreinvestigationresultsoftheareainsidethepedestalfortheUnit2PrimaryContainmentVesselInvestigationatFukushimaDaiichiNuclearPowerStationJanuary302017httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170130_02epdf6TEPCOPreinvestigationresultsoftheareainsidethepedestalfortheUnit2PrimaryContainmentVesselInvestigationatFukushimaDaiichiNuclearPowerStationexaminationresultsofdigitalimagesFebruary22017httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170202_01epdf7TEPCOUnit2PrimaryContainmentVesselInvestigationatFukushimaDaiichiNuclearPowerStationResultsofdepositremovalworkFebruary92017httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170209_01epdf8TEPCOUnit2PrimaryContainmentVesselinvestigationestimatedradiationFebruary152017httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170215_02epdf9TEPCOUnit2PrimaryContainmentVesselInvestigationatFukushimaDaiichiNuclearPowerStationInvestigationresultsbytheselfpropelledinvestigationdeviceFebruary162017httpwwwtepcocojpennufukushimanphandouts2017imageshandouts_170216_01epdf10如何看待福岛核电站1号2号3号机组目前的状态何时会对中国造成影响2017年2月chenghao96的回答知乎这是我在知乎看到的福岛事故相关的回答中最好的一个真是干货满满希望感兴趣的小伙伴们都能去看一看,2018-02-26 00:00:00
是昨凌哒,我突然觉得智商不够看不懂日文qaq,2018-02-28 00:00:00
YfeiWan,为最后一句话点赞,2018-03-07 00:00:00
Nigel (作者),已经完成验收了其他科学实验一直在做,2018-03-07 00:00:00
沉络,笑死我了,2018-03-08 00:00:00
T800,目前在韩企工作感觉情景再现如出一辙,2018-03-08 00:00:00
Nigel (作者),大神覺得聚變和快堆哪一個能在100年內實用,2018-03-08 00:00:00
YfeiWan,现在听说有个三吨多的零件掉堆里面了,2018-03-08 00:00:00
熊游心,如何看待福岛核电站在2018年2月仍然能够检测到致死剂量的核辐射其实去福岛清理不是问题问题在于工人是否知情以及钱给的够不够一般钱给够了劳动保护水平也肯定很高从我对资本家的了解这两条都堪忧但是如果两条都达到的话画风就非常惊奇了之前福岛核电站的清理工作都是日本人在做的承包商雇来的临时工为了争抢进入核电站高辐射区的机会各种勾心斗角搞的跟TM死亡笔记剧情似的报道里说的黑帮带人来干活其实大部分是欠了黑帮的钱追求快速赚钱主动要求来福岛的甚至为了去高风险区干活向管理者行贿不缺钱当然没人去找死但是缺钱的话就完全不一样了为什么大家抢着干活却仍然缺人呢因为累计辐射量问题每个人每年累计多少辐射量2年也有定额满了之后要隔年才能继续干早期承包商和工人一起欺骗管理方只为在高辐射区多干几天后来漏洞被堵上了想拿命换钱都没办法愿意拿命换钱的人早早就用完了辐射额度被拒绝进入外面的人又惜命不想干就缺人了具体到这件事我怀疑是日本人争着去高辐射区补助低的低辐射区没人干所以就骗外国劳工来如果给外国劳工的钱跟日本人一样外国人也能去高辐射区不抢破头才有鬼了你真的以为东南亚血汗工厂的劳动环境比废弃核电站好工人吸苯导致白血病的新闻少见了东电给外围工作的钱也肯定比蛇头给外国劳工的高得多如果直接拿出来找到日本人做都不成问题但是这钱在日本承包商那里就已经被扣掉一半了按照爆料的日本的人说法福岛的临时工至少有3级承包商你以为东电不知道承包商多吗你以为他们不知道钱被扣了以后招不到人吗这些承包商背后都是地方和东电的人人家是在发国难财呢,2018-03-09 00:00:00
知乎用户,半衰期十年确实非常短,2018-03-10 00:00:00
