,省,省确诊,省治愈,省死亡,市,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡,日期
747,湖北省,51986,3900,1318,宜昌,67.0,10.0,2.0,877.0,82.0,13.0,2020/2/14
749,湖北省,51986,3900,1318,咸宁,198.0,14.0,1.0,732.0,99.0,8.0,2020/2/14
750,湖北省,51986,3900,1318,十堰,24.0,8.0,1.0,586.0,89.0,2.0,2020/2/14
751,湖北省,51986,3900,1318,仙桃,20.0,10.0,1.0,500.0,58.0,17.0,2020/2/14
752,湖北省,51986,3900,1318,天门,54.0,8.0,0.0,416.0,21.0,10.0,2020/2/14
753,湖北省,51986,3900,1318,恩施州,8.0,12.0,0.0,237.0,60.0,4.0,2020/2/14
754,湖北省,51986,3900,1318,潜江,10.0,3.0,0.0,104.0,11.0,5.0,2020/2/14
755,湖北省,51986,3900,1318,神农架林区,0.0,0.0,0.0,10.0,8.0,0.0,2020/2/14
756,湖北省,54406,4821,1457,武汉,1923.0,512.0,107.0,37914.0,2535.0,1123.0,2020/2/15
757,湖北省,54406,4821,1457,孝感,105.0,58.0,5.0,3114.0,313.0,62.0,2020/2/15
758,湖北省,54406,4821,1457,黄冈,26.0,83.0,9.0,2817.0,611.0,68.0,2020/2/15
759,湖北省,54406,4821,1457,荆州,31.0,30.0,5.0,1478.0,193.0,32.0,2020/2/15
760,湖北省,54406,4821,1457,随州,26.0,24.0,3.0,1232.0,96.0,19.0,2020/2/15
761,湖北省,54406,4821,1457,襄阳,17.0,12.0,2.0,1128.0,85.0,18.0,2020/2/15
762,湖北省,54406,4821,1457,鄂州,67.0,83.0,1.0,1192.0,199.0,33.0,2020/2/15
763,湖北省,54406,4821,1457,宜昌,29.0,10.0,2.0,906.0,92.0,15.0,2020/2/15
764,湖北省,54406,4821,1457,黄石,37.0,41.0,2.0,980.0,178.0,13.0,2020/2/15
765,湖北省,54406,4821,1457,荆门,1.0,7.0,3.0,902.0,112.0,28.0,2020/2/15
766,湖北省,54406,4821,1457,咸宁,108.0,28.0,0.0,840.0,127.0,8.0,2020/2/15
767,湖北省,54406,4821,1457,十堰,11.0,12.0,0.0,597.0,101.0,2.0,2020/2/15
768,湖北省,54406,4821,1457,仙桃,14.0,5.0,0.0,514.0,63.0,17.0,2020/2/15
769,湖北省,54406,4821,1457,天门,6.0,0.0,0.0,422.0,21.0,10.0,2020/2/15
770,湖北省,54406,4821,1457,恩施州,7.0,15.0,0.0,244.0,75.0,4.0,2020/2/15
771,湖北省,54406,4821,1457,潜江,12.0,1.0,0.0,116.0,12.0,5.0,2020/2/15
772,湖北省,54406,4821,1457,神农架林区,0.0,0.0,0.0,10.0,8.0,0.0,2020/2/15
773,湖北省,56249,5666,1596,武汉,1548.0,390.0,110.0,39462.0,2925.0,1233.0,2020/2/16
774,湖北省,56249,5666,1596,孝感,87.0,67.0,3.0,3201.0,380.0,65.0,2020/2/16
775,湖北省,56249,5666,1596,黄冈,6.0,105.0,7.0,2823.0,716.0,75.0,2020/2/16
776,湖北省,56249,5666,1596,荆州,12.0,70.0,4.0,1490.0,263.0,36.0,2020/2/16
777,湖北省,56249,5666,1596,随州,22.0,17.0,3.0,1254.0,113.0,22.0,2020/2/16
778,湖北省,56249,5666,1596,襄阳,16.0,29.0,1.0,1144.0,114.0,19.0,2020/2/16
779,湖北省,56249,5666,1596,鄂州,38.0,23.0,1.0,1230.0,222.0,34.0,2020/2/16
780,湖北省,56249,5666,1596,黄石,8.0,20.0,1.0,988.0,198.0,14.0,2020/2/16
781,湖北省,56249,5666,1596,荆门,7.0,5.0,2.0,909.0,117.0,30.0,2020/2/16
783,湖北省,56249,5666,1596,咸宁,12.0,25.0,0.0,852.0,152.0,8.0,2020/2/16
784,湖北省,56249,5666,1596,十堰,5.0,15.0,0.0,602.0,116.0,2.0,2020/2/16
785,湖北省,56249,5666,1596,仙桃,9.0,24.0,0.0,523.0,87.0,17.0,2020/2/16
786,湖北省,56249,5666,1596,天门,25.0,6.0,0.0,447.0,27.0,10.0,2020/2/16
787,湖北省,56249,5666,1596,恩施州,3.0,1.0,0.0,247.0,76.0,4.0,2020/2/16
788,湖北省,56249,5666,1596,潜江,50.0,0.0,1.0,166.0,12.0,6.0,2020/2/16
789,湖北省,56249,5666,1596,神农架林区,0.0,0.0,0.0,10.0,8.0,0.0,2020/2/16
790,湖北省,58182,6693,1696,武汉,1690.0,582.0,76.0,41152.0,3507.0,1309.0,2020/2/17
791,湖北省,58182,6693,1696,孝感,78.0,69.0,5.0,3279.0,449.0,70.0,2020/2/17
792,湖北省,58182,6693,1696,黄冈,8.0,123.0,3.0,2831.0,839.0,78.0,2020/2/17
793,湖北省,58182,6693,1696,荆州,11.0,42.0,1.0,1501.0,305.0,37.0,2020/2/17
794,湖北省,58182,6693,1696,随州,13.0,27.0,2.0,1267.0,140.0,24.0,2020/2/17
795,湖北省,58182,6693,1696,鄂州,44.0,22.0,1.0,1274.0,244.0,35.0,2020/2/17
796,湖北省,58182,6693,1696,襄阳,11.0,37.0,1.0,1155.0,151.0,20.0,2020/2/17
798,湖北省,58182,6693,1696,荆门,6.0,15.0,3.0,915.0,132.0,33.0,2020/2/17
800,湖北省,58182,6693,1696,咸宁,9.0,29.0,2.0,861.0,181.0,10.0,2020/2/17
801,湖北省,58182,6693,1696,十堰,10.0,10.0,0.0,612.0,126.0,2.0,2020/2/17
802,湖北省,58182,6693,1696,天门,38.0,12.0,0.0,485.0,39.0,10.0,2020/2/17
803,湖北省,58182,6693,1696,仙桃,8.0,20.0,2.0,531.0,107.0,19.0,2020/2/17
804,湖北省,58182,6693,1696,恩施州,2.0,6.0,0.0,249.0,82.0,4.0,2020/2/17
805,湖北省,58182,6693,1696,潜江,16.0,6.0,0.0,182.0,18.0,6.0,2020/2/17
806,湖北省,58182,6693,1696,神农架林区,0.0,2.0,0.0,10.0,10.0,0.0,2020/2/17
807,湖北省,59989,7902,1789,武汉,1600.0,722.0,72.0,42752.0,4229.0,1381.0,2020/2/18
808,湖北省,59989,7902,1789,孝感,41.0,74.0,5.0,3320.0,523.0,75.0,2020/2/18
810,湖北省,59989,7902,1789,荆州,36.0,34.0,1.0,1537.0,339.0,38.0,2020/2/18
811,湖北省,59989,7902,1789,随州,11.0,58.0,1.0,1278.0,198.0,25.0,2020/2/18
812,湖北省,59989,7902,1789,鄂州,65.0,27.0,1.0,1339.0,271.0,36.0,2020/2/18
813,湖北省,59989,7902,1789,襄阳,8.0,31.0,1.0,1163.0,182.0,21.0,2020/2/18
814,湖北省,59989,7902,1789,黄石,2.0,31.0,5.0,985.0,238.0,20.0,2020/2/18
816,湖北省,59989,7902,1789,宜昌,9.0,30.0,0.0,904.0,186.0,24.0,2020/2/18
817,湖北省,59989,7902,1789,咸宁,7.0,24.0,0.0,868.0,205.0,10.0,2020/2/18
818,湖北省,59989,7902,1789,十堰,14.0,18.0,0.0,626.0,144.0,2.0,2020/2/18
819,湖北省,59989,7902,1789,天门,15.0,16.0,1.0,500.0,55.0,11.0,2020/2/18
820,湖北省,59989,7902,1789,仙桃,13.0,14.0,0.0,544.0,121.0,19.0,2020/2/18
821,湖北省,59989,7902,1789,恩施州,1.0,8.0,0.0,250.0,90.0,4.0,2020/2/18
822,湖北省,59989,7902,1789,潜江,3.0,9.0,0.0,185.0,27.0,6.0,2020/2/18
823,湖北省,59989,7902,1789,神农架林区,0.0,0.0,0.0,10.0,10.0,0.0,2020/2/18
824,湖北省,549,31,24,武汉,495.0,31.0,23.0,495.0,31.0,23.0,2020/1/24
825,湖北省,549,31,24,孝感,22.0,0.0,0.0,22.0,0.0,0.0,2020/1/24
826,湖北省,549,31,24,黄冈,12.0,0.0,0.0,12.0,0.0,0.0,2020/1/24
827,湖北省,549,31,24,荆州,8.0,0.0,0.0,8.0,0.0,0.0,2020/1/24
828,湖北省,549,31,24,荆门,8.0,0.0,0.0,8.0,0.0,0.0,2020/1/24
829,湖北省,549,31,24,仙桃,2.0,0.0,0.0,2.0,0.0,0.0,2020/1/24
830,湖北省,549,31,24,宜昌,1.0,0.0,1.0,1.0,0.0,1.0,2020/1/24
831,湖北省,549,31,24,十堰,1.0,0.0,0.0,1.0,0.0,0.0,2020/1/24
832,湖北省,730,32,39,武汉,77.0,1.0,15.0,572.0,32.0,38.0,2020/1/25
833,湖北省,730,32,39,黄冈,52.0,0.0,0.0,64.0,0.0,0.0,2020/1/25
834,湖北省,730,32,39,黄石,31.0,0.0,1.0,31.0,0.0,1.0,2020/1/25
835,湖北省,730,32,39,孝感,4.0,0.0,0.0,26.0,0.0,0.0,2020/1/25
836,湖北省,730,32,39,荆门,13.0,0.0,0.0,21.0,0.0,0.0,2020/1/25
837,湖北省,730,32,39,恩施州,11.0,0.0,0.0,11.0,0.0,0.0,2020/1/25
838,湖北省,730,32,39,荆州,2.0,0.0,0.0,10.0,0.0,0.0,2020/1/25
839,湖北省,730,32,39,仙桃,8.0,0.0,0.0,10.0,0.0,0.0,2020/1/25
840,湖北省,730,32,39,十堰,4.0,0.0,0.0,5.0,0.0,0.0,2020/1/25
841,湖北省,730,32,39,随州,5.0,0.0,0.0,5.0,0.0,0.0,2020/1/25
842,湖北省,730,32,39,天门,3.0,0.0,0.0,3.0,0.0,0.0,2020/1/25
843,湖北省,730,32,39,宜昌,0.0,0.0,0.0,1.0,0.0,1.0,2020/1/25
844,湖北省,730,32,39,鄂州,1.0,0.0,0.0,1.0,0.0,0.0,2020/1/25
845,湖北省,730,32,39,襄阳,1.0,0.0,0.0,1.0,0.0,0.0,2020/1/25
846,湖北省,1058,42,52,武汉,46.0,8.0,7.0,618.0,40.0,45.0,2020/1/26
847,湖北省,1058,42,52,黄冈,58.0,2.0,2.0,122.0,2.0,2.0,2020/1/26
848,湖北省,1058,42,52,孝感,29.0,0.0,0.0,55.0,0.0,0.0,2020/1/26
849,湖北省,1058,42,52,咸宁,43.0,0.0,0.0,43.0,0.0,0.0,2020/1/26
850,湖北省,1058,42,52,荆门,17.0,0.0,1.0,38.0,0.0,1.0,2020/1/26
851,湖北省,1058,42,52,随州,31.0,0.0,0.0,36.0,0.0,0.0,2020/1/26
852,湖北省,1058,42,52,荆州,23.0,0.0,2.0,33.0,0.0,2.0,2020/1/26
853,湖北省,1058,42,52,黄石,0.0,0.0,0.0,31.0,0.0,1.0,2020/1/26
854,湖北省,1058,42,52,宜昌,19.0,0.0,0.0,20.0,0.0,1.0,2020/1/26
855,湖北省,1058,42,52,十堰,15.0,0.0,0.0,20.0,0.0,0.0,2020/1/26
856,湖北省,1058,42,52,恩施州,6.0,0.0,0.0,17.0,0.0,0.0,2020/1/26
857,湖北省,1058,42,52,仙桃,1.0,0.0,0.0,11.0,0.0,0.0,2020/1/26
858,湖北省,1058,42,52,襄阳,7.0,0.0,0.0,8.0,0.0,0.0,2020/1/26
859,湖北省,1058,42,52,天门,2.0,0.0,0.0,5.0,0.0,0.0,2020/1/26
860,湖北省,1058,42,52,鄂州,0.0,0.0,0.0,1.0,0.0,0.0,2020/1/26
861,湖北省,1423,47,76,武汉,80.0,2.0,18.0,698.0,42.0,63.0,2020/1/27
862,湖北省,1423,47,76,黄冈,32.0,2.0,2.0,154.0,4.0,4.0,2020/1/27
863,湖北省,1423,47,76,孝感,45.0,0.0,1.0,100.0,0.0,1.0,2020/1/27
864,湖北省,1423,47,76,荆门,52.0,0.0,2.0,90.0,0.0,3.0,2020/1/27
865,湖北省,1423,47,76,咸宁,21.0,0.0,0.0,64.0,0.0,0.0,2020/1/27
866,湖北省,1423,47,76,随州,16.0,0.0,0.0,52.0,0.0,0.0,2020/1/27
867,湖北省,1423,47,76,荆州,14.0,1.0,0.0,47.0,1.0,2.0,2020/1/27
868,湖北省,1423,47,76,十堰,20.0,0.0,0.0,40.0,0.0,0.0,2020/1/27
869,湖北省,1423,47,76,黄石,5.0,0.0,0.0,36.0,0.0,1.0,2020/1/27
870,湖北省,1423,47,76,襄阳,28.0,0.0,0.0,36.0,0.0,0.0,2020/1/27
871,湖北省,1423,47,76,宜昌,11.0,0.0,0.0,31.0,0.0,1.0,2020/1/27
872,湖北省,1423,47,76,恩施州,8.0,0.0,0.0,25.0,0.0,0.0,2020/1/27
873,湖北省,1423,47,76,鄂州,19.0,0.0,0.0,20.0,0.0,0.0,2020/1/27
874,湖北省,1423,47,76,天门,8.0,0.0,0.0,13.0,0.0,0.0,2020/1/27
875,湖北省,1423,47,76,仙桃,1.0,0.0,0.0,12.0,0.0,0.0,2020/1/27
876,湖北省,1423,47,76,潜江,5.0,0.0,1.0,5.0,0.0,1.0,2020/1/27
877,湖北省,2714,52,100,武汉,892.0,5.0,22.0,1590.0,47.0,85.0,2020/1/28
879,湖北省,2714,52,100,孝感,73.0,0.0,0.0,173.0,0.0,1.0,2020/1/28
880,湖北省,2714,52,100,荆门,24.0,0.0,0.0,114.0,0.0,3.0,2020/1/28
881,湖北省,2714,52,100,咸宁,27.0,0.0,0.0,91.0,0.0,0.0,2020/1/28
882,湖北省,2714,52,100,荆州,24.0,0.0,0.0,71.0,1.0,2.0,2020/1/28
883,湖北省,2714,52,100,随州,18.0,0.0,0.0,70.0,0.0,0.0,2020/1/28
884,湖北省,2714,52,100,襄阳,34.0,0.0,0.0,70.0,0.0,0.0,2020/1/28
885,湖北省,2714,52,100,十堰,25.0,0.0,0.0,65.0,0.0,0.0,2020/1/28
886,湖北省,2714,52,100,鄂州,37.0,0.0,0.0,57.0,0.0,0.0,2020/1/28
887,湖北省,2714,52,100,黄石,17.0,0.0,0.0,53.0,0.0,1.0,2020/1/28
888,湖北省,2714,52,100,宜昌,20.0,0.0,0.0,51.0,0.0,1.0,2020/1/28
889,湖北省,2714,52,100,恩施州,13.0,0.0,0.0,38.0,0.0,0.0,2020/1/28
890,湖北省,2714,52,100,仙桃,15.0,0.0,0.0,27.0,0.0,0.0,2020/1/28
891,湖北省,2714,52,100,天门,10.0,0.0,2.0,23.0,0.0,2.0,2020/1/28
892,湖北省,2714,52,100,潜江,2.0,0.0,0.0,7.0,0.0,1.0,2020/1/28
893,湖北省,2714,52,100,神农架林区,1.0,0.0,0.0,1.0,0.0,0.0,2020/1/28
894,湖北省,3554,87,125,武汉,315.0,7.0,19.0,1905.0,54.0,104.0,2020/1/29
895,湖北省,3554,87,125,黄冈,111.0,0.0,1.0,324.0,2.0,5.0,2020/1/29
896,湖北省,3554,87,125,孝感,101.0,0.0,2.0,274.0,0.0,3.0,2020/1/29
897,湖北省,3554,87,125,荆门,28.0,0.0,1.0,142.0,0.0,4.0,2020/1/29
898,湖北省,3554,87,125,襄阳,61.0,0.0,0.0,131.0,0.0,0.0,2020/1/29
899,湖北省,3554,87,125,随州,46.0,0.0,0.0,116.0,0.0,0.0,2020/1/29
900,湖北省,3554,87,125,咸宁,21.0,0.0,0.0,112.0,0.0,0.0,2020/1/29
901,湖北省,3554,87,125,荆州,30.0,0.0,0.0,101.0,1.0,2.0,2020/1/29
902,湖北省,3554,87,125,十堰,23.0,0.0,0.0,88.0,0.0,0.0,2020/1/29
903,湖北省,3554,87,125,黄石,33.0,0.0,0.0,86.0,0.0,1.0,2020/1/29
904,湖北省,3554,87,125,鄂州,27.0,0.0,1.0,84.0,0.0,1.0,2020/1/29
905,湖北省,3554,87,125,宜昌,12.0,0.0,0.0,63.0,0.0,1.0,2020/1/29
906,湖北省,3554,87,125,恩施州,13.0,0.0,0.0,51.0,0.0,0.0,2020/1/29
907,湖北省,3554,87,125,天门,11.0,0.0,1.0,34.0,0.0,3.0,2020/1/29
908,湖北省,3554,87,125,仙桃,5.0,0.0,0.0,32.0,0.0,0.0,2020/1/29
909,湖北省,3554,87,125,潜江,1.0,0.0,0.0,8.0,0.0,1.0,2020/1/29
910,湖北省,3554,87,125,神农架林区,2.0,0.0,0.0,3.0,0.0,0.0,2020/1/29
911,湖北省,4903,90,162,武汉,356.0,0.0,25.0,2261.0,54.0,129.0,2020/1/30
912,湖北省,4903,90,162,黄冈,172.0,3.0,7.0,496.0,5.0,12.0,2020/1/30
913,湖北省,4903,90,162,孝感,125.0,0.0,3.0,399.0,0.0,6.0,2020/1/30
914,湖北省,4903,90,162,荆门,49.0,0.0,0.0,191.0,0.0,4.0,2020/1/30
915,湖北省,4903,90,162,襄阳,32.0,0.0,0.0,163.0,0.0,0.0,2020/1/30
916,湖北省,4903,90,162,荆州,50.0,0.0,1.0,151.0,1.0,3.0,2020/1/30
917,湖北省,4903,90,162,随州,27.0,0.0,0.0,143.0,0.0,0.0,2020/1/30
918,湖北省,4903,90,162,咸宁,18.0,0.0,0.0,130.0,0.0,0.0,2020/1/30
919,湖北省,4903,90,162,鄂州,39.0,0.0,1.0,123.0,0.0,2.0,2020/1/30
920,湖北省,4903,90,162,十堰,31.0,0.0,0.0,119.0,0.0,0.0,2020/1/30
921,湖北省,4903,90,162,宜昌,54.0,0.0,0.0,117.0,0.0,1.0,2020/1/30
922,湖北省,4903,90,162,黄石,27.0,0.0,0.0,113.0,0.0,1.0,2020/1/30
923,湖北省,4903,90,162,恩施州,15.0,0.0,0.0,66.0,0.0,0.0,2020/1/30
924,湖北省,4903,90,162,仙桃,23.0,0.0,0.0,55.0,0.0,0.0,2020/1/30
925,湖北省,4903,90,162,天门,10.0,0.0,0.0,44.0,0.0,3.0,2020/1/30
926,湖北省,4903,90,162,潜江,2.0,0.0,0.0,10.0,0.0,1.0,2020/1/30
927,湖北省,4903,90,162,神农架林区,2.0,0.0,0.0,5.0,0.0,0.0,2020/1/30
928,湖北省,5806,141,204,武汉,378.0,49.0,30.0,2639.0,103.0,159.0,2020/1/31
929,湖北省,5806,141,204,黄冈,77.0,1.0,0.0,573.0,6.0,12.0,2020/1/31
930,湖北省,5806,141,204,孝感,142.0,2.0,3.0,541.0,2.0,9.0,2020/1/31
931,湖北省,5806,141,204,襄阳,123.0,0.0,0.0,286.0,0.0,0.0,2020/1/31
932,湖北省,5806,141,204,随州,85.0,0.0,0.0,228.0,0.0,0.0,2020/1/31
933,湖北省,5806,141,204,荆门,36.0,0.0,1.0,227.0,0.0,5.0,2020/1/31
934,湖北省,5806,141,204,荆州,70.0,5.0,0.0,221.0,6.0,3.0,2020/1/31
935,湖北省,5806,141,204,鄂州,66.0,0.0,4.0,189.0,0.0,6.0,2020/1/31
936,湖北省,5806,141,204,黄石,55.0,0.0,0.0,168.0,0.0,1.0,2020/1/31
937,湖北省,5806,141,204,宜昌,50.0,0.0,0.0,167.0,0.0,1.0,2020/1/31
938,湖北省,5806,141,204,咸宁,36.0,0.0,0.0,166.0,0.0,0.0,2020/1/31
939,湖北省,5806,141,204,十堰,31.0,0.0,0.0,150.0,0.0,0.0,2020/1/31
940,湖北省,5806,141,204,仙桃,35.0,0.0,1.0,90.0,0.0,1.0,2020/1/31
941,湖北省,5806,141,204,恩施州,9.0,0.0,0.0,75.0,0.0,0.0,2020/1/31
942,湖北省,5806,141,204,天门,23.0,0.0,3.0,67.0,0.0,6.0,2020/1/31
943,湖北省,5806,141,204,潜江,2.0,0.0,0.0,12.0,0.0,1.0,2020/1/31
944,湖北省,5806,141,204,神农架林区,2.0,2.0,0.0,7.0,2.0,0.0,2020/1/31
945,湖北省,7153,168,249,武汉,576.0,3.0,33.0,3215.0,106.0,192.0,2020/2/1
946,湖北省,7153,168,249,黄冈,153.0,11.0,2.0,726.0,17.0,14.0,2020/2/1
947,湖北省,7153,168,249,孝感,87.0,0.0,3.0,628.0,2.0,12.0,2020/2/1
948,湖北省,7153,168,249,襄阳,61.0,0.0,0.0,347.0,0.0,0.0,2020/2/1
949,湖北省,7153,168,249,随州,76.0,0.0,1.0,304.0,0.0,1.0,2020/2/1
951,湖北省,7153,168,249,宜昌,109.0,0.0,0.0,276.0,0.0,1.0,2020/2/1
952,湖北省,7153,168,249,荆门,24.0,1.0,0.0,251.0,1.0,5.0,2020/2/1
953,湖北省,7153,168,249,鄂州,38.0,0.0,3.0,227.0,0.0,9.0,2020/2/1
954,湖北省,7153,168,249,黄石,41.0,1.0,1.0,209.0,1.0,2.0,2020/2/1
955,湖北省,7153,168,249,咸宁,40.0,1.0,0.0,206.0,1.0,0.0,2020/2/1
956,湖北省,7153,168,249,十堰,27.0,0.0,0.0,177.0,0.0,0.0,2020/2/1
957,湖北省,7153,168,249,仙桃,7.0,0.0,0.0,97.0,0.0,1.0,2020/2/1
958,湖北省,7153,168,249,恩施州,12.0,1.0,0.0,87.0,1.0,0.0,2020/2/1
959,湖北省,7153,168,249,天门,15.0,0.0,1.0,82.0,0.0,7.0,2020/2/1
960,湖北省,7153,168,249,潜江,15.0,0.0,0.0,27.0,0.0,1.0,2020/2/1
961,湖北省,7153,168,249,神农架林区,0.0,0.0,0.0,7.0,2.0,0.0,2020/2/1
962,湖北省,9074,267,294,武汉,894.0,69.0,32.0,4109.0,175.0,224.0,2020/2/2
963,湖北省,9074,267,294,黄冈,276.0,10.0,1.0,1002.0,27.0,15.0,2020/2/2
964,湖北省,9074,267,294,孝感,121.0,0.0,2.0,749.0,2.0,14.0,2020/2/2
965,湖北省,9074,267,294,襄阳,94.0,0.0,0.0,441.0,0.0,0.0,2020/2/2
966,湖北省,9074,267,294,随州,80.0,3.0,2.0,384.0,3.0,3.0,2020/2/2
967,湖北省,9074,267,294,宜昌,77.0,0.0,0.0,353.0,0.0,1.0,2020/2/2
968,湖北省,9074,267,294,荆州,46.0,2.0,0.0,333.0,4.0,4.0,2020/2/2
969,湖北省,9074,267,294,荆门,78.0,2.0,2.0,329.0,3.0,7.0,2020/2/2
970,湖北省,9074,267,294,鄂州,51.0,2.0,4.0,278.0,2.0,13.0,2020/2/2
971,湖北省,9074,267,294,黄石,43.0,7.0,0.0,252.0,8.0,2.0,2020/2/2
972,湖北省,9074,267,294,咸宁,40.0,0.0,0.0,246.0,1.0,0.0,2020/2/2
973,湖北省,9074,267,294,十堰,35.0,1.0,0.0,212.0,1.0,0.0,2020/2/2
974,湖北省,9074,267,294,仙桃,43.0,0.0,2.0,140.0,0.0,3.0,2020/2/2
975,湖北省,9074,267,294,恩施州,18.0,3.0,0.0,105.0,4.0,0.0,2020/2/2
976,湖北省,9074,267,294,天门,17.0,0.0,0.0,99.0,0.0,7.0,2020/2/2
977,湖北省,9074,267,294,潜江,8.0,0.0,0.0,35.0,0.0,1.0,2020/2/2
978,湖北省,9074,267,294,神农架林区,0.0,0.0,0.0,7.0,2.0,0.0,2020/2/2
979,湖北省,11177,300,350,武汉,1033.0,53.0,41.0,5142.0,228.0,265.0,2020/2/3
980,湖北省,11177,300,350,黄冈,244.0,5.0,2.0,1246.0,32.0,17.0,2020/2/3
981,湖北省,11177,300,350,孝感,169.0,0.0,0.0,918.0,2.0,14.0,2020/2/3
982,湖北省,11177,300,350,襄阳,107.0,1.0,0.0,548.0,1.0,0.0,2020/2/3
983,湖北省,11177,300,350,荆州,166.0,2.0,2.0,499.0,6.0,6.0,2020/2/3
984,湖北省,11177,300,350,随州,74.0,0.0,2.0,458.0,3.0,5.0,2020/2/3
985,湖北省,11177,300,350,宜昌,39.0,2.0,0.0,392.0,2.0,1.0,2020/2/3
986,湖北省,11177,300,350,荆门,16.0,3.0,4.0,345.0,6.0,11.0,2020/2/3
987,湖北省,11177,300,350,黄石,82.0,0.0,0.0,334.0,8.0,2.0,2020/2/3
988,湖北省,11177,300,350,鄂州,28.0,0.0,2.0,306.0,2.0,15.0,2020/2/3
989,湖北省,11177,300,350,咸宁,50.0,0.0,0.0,296.0,1.0,0.0,2020/2/3
990,湖北省,11177,300,350,十堰,44.0,1.0,0.0,256.0,2.0,0.0,2020/2/3
991,湖北省,11177,300,350,仙桃,29.0,0.0,0.0,169.0,0.0,3.0,2020/2/3
992,湖北省,11177,300,350,天门,16.0,0.0,3.0,115.0,0.0,10.0,2020/2/3
993,湖北省,11177,300,350,恩施州,6.0,1.0,0.0,111.0,5.0,0.0,2020/2/3
994,湖北省,11177,300,350,潜江,0.0,0.0,0.0,35.0,0.0,1.0,2020/2/3
995,湖北省,11177,300,350,神农架林区,0.0,0.0,0.0,7.0,2.0,0.0,2020/2/3
996,湖北省,13522,397,414,武汉,1242.0,78.0,48.0,6384.0,306.0,313.0,2020/2/4
997,湖北省,13522,397,414,黄冈,176.0,9.0,2.0,1422.0,41.0,19.0,2020/2/4
998,湖北省,13522,397,414,孝感,202.0,2.0,3.0,1120.0,4.0,17.0,2020/2/4
999,湖北省,13522,397,414,随州,183.0,0.0,1.0,641.0,3.0,6.0,2020/2/4
1000,湖北省,13522,397,414,襄阳,84.0,0.0,1.0,632.0,1.0,1.0,2020/2/4
1001,湖北省,13522,397,414,荆州,114.0,1.0,1.0,613.0,7.0,7.0,2020/2/4
1002,湖北省,13522,397,414,宜昌,60.0,0.0,2.0,452.0,2.0,3.0,2020/2/4
1003,湖北省,13522,397,414,黄石,71.0,1.0,0.0,405.0,9.0,2.0,2020/2/4
1004,湖北省,13522,397,414,荆门,55.0,0.0,3.0,400.0,6.0,14.0,2020/2/4
1005,湖北省,13522,397,414,咸宁,52.0,0.0,0.0,348.0,1.0,0.0,2020/2/4
1006,湖北省,13522,397,414,鄂州,26.0,2.0,3.0,332.0,4.0,18.0,2020/2/4
1007,湖北省,13522,397,414,十堰,35.0,4.0,0.0,291.0,6.0,0.0,2020/2/4
1008,湖北省,13522,397,414,仙桃,19.0,0.0,0.0,188.0,0.0,3.0,2020/2/4
1009,湖北省,13522,397,414,恩施州,12.0,0.0,0.0,123.0,5.0,0.0,2020/2/4
1010,湖北省,13522,397,414,天门,2.0,0.0,0.0,117.0,0.0,10.0,2020/2/4
1011,湖北省,13522,397,414,潜江,9.0,0.0,0.0,44.0,0.0,1.0,2020/2/4
1012,湖北省,13522,397,414,神农架林区,3.0,0.0,0.0,10.0,2.0,0.0,2020/2/4
1013,湖北省,16678,536,479,武汉,1967.0,68.0,49.0,8351.0,374.0,362.0,2020/2/5
1014,湖北省,16678,536,479,黄冈,223.0,11.0,6.0,1645.0,52.0,25.0,2020/2/5
1015,湖北省,16678,536,479,孝感,342.0,2.0,1.0,1462.0,6.0,18.0,2020/2/5
1016,湖北省,16678,536,479,襄阳,103.0,6.0,1.0,735.0,7.0,2.0,2020/2/5
1017,湖北省,16678,536,479,荆州,100.0,5.0,2.0,713.0,12.0,9.0,2020/2/5
1018,湖北省,16678,536,479,随州,65.0,6.0,2.0,706.0,9.0,8.0,2020/2/5
1019,湖北省,16678,536,479,黄石,104.0,14.0,0.0,509.0,23.0,2.0,2020/2/5
1020,湖北省,16678,536,479,宜昌,44.0,7.0,1.0,496.0,9.0,4.0,2020/2/5
1021,湖北省,16678,536,479,荆门,22.0,10.0,2.0,422.0,16.0,16.0,2020/2/5
1022,湖北省,16678,536,479,咸宁,36.0,1.0,0.0,384.0,2.0,0.0,2020/2/5
1023,湖北省,16678,536,479,鄂州,50.0,2.0,0.0,382.0,6.0,18.0,2020/2/5
1024,湖北省,16678,536,479,十堰,27.0,3.0,0.0,318.0,9.0,0.0,2020/2/5
1025,湖北省,16678,536,479,仙桃,37.0,0.0,1.0,225.0,0.0,4.0,2020/2/5
1026,湖北省,16678,536,479,恩施州,15.0,5.0,0.0,138.0,10.0,0.0,2020/2/5
1027,湖北省,16678,536,479,天门,11.0,0.0,0.0,128.0,0.0,10.0,2020/2/5
1028,湖北省,16678,536,479,潜江,10.0,0.0,0.0,54.0,0.0,1.0,2020/2/5
1029,湖北省,16678,536,479,神农架林区,0.0,0.0,0.0,10.0,2.0,0.0,2020/2/5
1030,湖北省,19665,712,549,武汉,1766.0,81.0,52.0,10117.0,455.0,414.0,2020/2/6
1031,湖北省,19665,712,549,孝感,424.0,24.0,7.0,1886.0,30.0,25.0,2020/2/6
1032,湖北省,19665,712,549,黄冈,162.0,10.0,4.0,1807.0,62.0,29.0,2020/2/6
